"num","title","link","tag1","tag2","tag3","tag4","discount_original_price","discount_final_price","discount_pct","recent_review","all_review","release_date","developer","publisher"
"278","Regular Human Basketball","https://store.steampowered.com/app/661940/Regular_Human_Basketball/?snr=1_1452_1600__104_25","Sports"," Indie"," Local Multiplayer"," Comedy","5,500 원","5,500 원","0%","No review","Very Positive (55)","2 Aug, 2018","Powerhoof","Powerhoof"
"279","NEKOPARA Extra","https://store.steampowered.com/app/899970/NEKOPARA_Extra/?snr=1_1452_1600__104_25","Anime"," Visual Novel"," Cute"," Sexual Content","5,500 원","5,500 원","0%","Very Positive (35)","Overwhelmingly Positive (1,021)","27 Jul, 2018","NEKO WORKs","NEKO WORKs"
"280","Microsoft Flight Simulator X: Steam Edition","https://store.steampowered.com/app/314160/Microsoft_Flight_Simulator_X_Steam_Edition/?snr=1_1452_1600__104_25","Simulation"," Flight"," Realistic"," Multiplayer","27,000 원","27,000 원","0%","Very Positive (95)","Mostly Positive (9,093)","16 Oct, 2006","Microsoft Game Studios","Microsoft Game Studios"
"281","Fishing: Barents Sea","https://store.steampowered.com/app/501080/Fishing_Barents_Sea/?snr=1_1452_1600__104_25","Simulation"," Fishing"," Open World"," Singleplayer","21,000 원","16,800 원","-20%","Mixed (23)","Mixed (830)","7 Feb, 2018","Misc Games","Misc Games"
"282","Insaniquarium Deluxe","https://store.steampowered.com/app/3320/Insaniquarium_Deluxe/?snr=1_1452_1600__104_25","Casual"," Simulation"," Singleplayer"," Classic","5,000 원","5,000 원","0%","Very Positive (13)","Overwhelmingly Positive (1,042)","30 Aug, 2006","PopCap Games, Inc.","PopCap Games, Inc."
"283","Plants vs. Zombies GOTY Edition","https://store.steampowered.com/app/3590/Plants_vs_Zombies_GOTY_Edition/?snr=1_1452_1600__104_25","Tower Defense"," Zombies"," Strategy"," Casual","5,000 원","5,000 원","0%","Overwhelmingly Positive (210)","Overwhelmingly Positive (11,676)","6 May, 2009","PopCap Games, Inc.","PopCap Games, Inc."
"284","X-Plane 11","https://store.steampowered.com/app/269950/XPlane_11/?snr=1_1452_1600__104_25","Simulation"," Flight"," Realistic"," Open World","64,000 원","64,000 원","0%","Mostly Positive (61)","Very Positive (1,774)","30 Mar, 2017","Laminar Research","Laminar Research"
"285","Mini Metro","https://store.steampowered.com/app/287980/Mini_Metro/?snr=1_1452_1600__104_25","Strategy"," Simulation"," Indie"," Puzzle","10,500 원","10,500 원","0%","Very Positive (54)","Overwhelmingly Positive (4,806)","7 Nov, 2015","Dinosaur Polo Club","Dinosaur Polo Club"
"286","Darksiders III","https://store.steampowered.com/app/606280/Darksiders_III/?snr=1_1452_1600__104_25","Action"," Adventure"," Female Protagonist"," Hack and Slash","60,000 원","60,000 원","0%","No review","No user reviews","28 Nov, 2018","Gunfire Games","THQ Nordic"
"287","Ria's Hook","https://store.steampowered.com/app/821500/Rias_Hook/?snr=1_1452_1600__104_25","Indie"," Adventure"," Action"," Psychological Horror","3,300 원","3,300 원","0%","No review","Very Positive (89)","4 Apr, 2018","Fossil","Fossil"
"288","Cockroach Simulator","https://store.steampowered.com/app/527450/Cockroach_Simulator/?snr=1_1452_1600__104_26","Simulation"," Indie"," Multiplayer"," Funny","1,100 원","1,100 원","0%","Very Positive (27)","Mostly Positive (420)","15 Sep, 2016","HFM Games","HFM Games"
"289","Through the Woods","https://store.steampowered.com/app/368430/Through_the_Woods/?snr=1_1452_1600__104_26","Horror"," Adventure"," Third Person"," Indie","21,000 원","4,200 원","-80%","Mixed (34)","Mostly Positive (414)","27 Oct, 2016","Antagonist","Antagonist"
"290","冒?公? Adventurer Guild","https://store.steampowered.com/app/937690/_Adventurer_Guild/?snr=1_1452_1600__104_26","Early Access"," Early Access"," Strategy"," Indie","7,500 원","4,500 원","-40%","No review","3 user reviews","15 Nov, 2018","DyingCat","IndieCN"
"291","The Heiress","https://store.steampowered.com/app/680320/The_Heiress/?snr=1_1452_1600__104_26","Nudity"," Sexual Content"," RPG"," Anime","4,400 원","4,400 원","0%","Very Positive (24)","Very Positive (861)","11 Aug, 2017","ONEONE1","ONEONE1"
"292","Legend of Merchant","https://store.steampowered.com/app/543140/Legend_of_Merchant/?snr=1_1452_1600__104_26","Casual"," Indie"," Simulation"," 2D","2,200 원","2,200 원","0%","No review","Very Positive (497)","16 Dec, 2016","?王子","?王子中二集??部"
"293","Reigns","https://store.steampowered.com/app/474750/Reigns/?snr=1_1452_1600__104_26","Choices Matter"," Indie"," Medieval"," Card Game","3,300 원","3,300 원","0%","Very Positive (52)","Very Positive (4,966)","11 Aug, 2016","Nerial","Nerial"
"294","To the Moon","https://store.steampowered.com/app/206440/To_the_Moon/?snr=1_1452_1600__104_26","Story Rich"," Great Soundtrack"," Indie"," Adventure","10,500 원","10,500 원","0%","Overwhelmingly Positive (190)","Overwhelmingly Positive (28,663)","1 Nov, 2011","Freebird Games","Freebird Games"
"295","XCOM® 2","https://store.steampowered.com/app/268500/XCOM_2/?snr=1_1452_1600__104_26","Strategy"," Turn-Based"," Tactical"," Turn-Based Strategy","62,300 원","62,300 원","0%","Mostly Positive (313)","Very Positive (20,647)","5 Feb, 2016","Firaxis Games, Feral Interactive (Mac),","Firaxis Games"
"296","Sorry, James","https://store.steampowered.com/app/659190/Sorry_James/?snr=1_1452_1600__104_26","Indie"," Sexual Content"," Puzzle"," Atmospheric","5,500 원","5,500 원","0%","Mixed (13)","Mostly Positive (348)","11 Nov, 2017","Konstructors Entertainment","Konstructors Entertainment"
"297","Total War: ATTILA","https://store.steampowered.com/app/325610/Total_War_ATTILA/?snr=1_1452_1600__104_26","Strategy"," Historical"," War"," Turn-Based Strategy","49,000 원","49,000 원","0%","Mixed (102)","Mostly Positive (10,734)","17 Feb, 2015","CREATIVE ASSEMBLY","CREATIVE ASSEMBLY"
"298","Cine Tracer","https://store.steampowered.com/app/904960/Cine_Tracer/?snr=1_1452_1600__104_26","Early Access"," Early Access"," Simulation","No tag4","92,000 원","92,000 원","0%","No review","Positive (11)","28 Sep, 2018","Matt Workman","Cinematography Database"
"299","Neverwinter Nights: Enhanced Edition","https://store.steampowered.com/app/704450/Neverwinter_Nights_Enhanced_Edition/?snr=1_1452_1600__104_26","RPG"," Fantasy"," Classic"," Multiplayer","20,500 원","10,250 원","-50%","Mixed (28)","Mostly Positive (615)","28 Mar, 2018","Beamdog","Beamdog"
"300","Dishonored 2","https://store.steampowered.com/app/403640/Dishonored_2/?snr=1_1452_1600__104_26","Stealth"," Action"," First-Person"," Assassin","46,160 원","46,160 원","0%","Very Positive (84)","Mostly Positive (13,002)","11 Nov, 2016","Arkane Studios","Arkane Studios"
"301","Shadwen","https://store.steampowered.com/app/425210/Shadwen/?snr=1_1452_1600__104_27","Stealth"," Female Protagonist"," Action"," Adventure","18,000 원","4,500 원","-75%","Very Positive (11)","Mostly Positive (584)","17 May, 2016","Frozenbyte","Frozenbyte"
"302","Baseball Mogul 2018","https://store.steampowered.com/app/743230/Baseball_Mogul_2018/?snr=1_1452_1600__104_27","Strategy"," Casual"," Simulation"," Sports","31,000 원","31,000 원","0%","No review","No user reviews","27 Mar, 2018","Sports Mogul, Inc.","Sports Mogul, Inc."
"303","Comedy Night","https://store.steampowered.com/app/665360/Comedy_Night/?snr=1_1452_1600__104_27","Casual"," Multiplayer"," Simulation"," Comedy","5,500 원","3,680 원","-33%","Mixed (41)","Mostly Positive (4,666)","25 Aug, 2017","Lighthouse Games Studio","Lighthouse Games Studio"
"304","Assassin's Creed® Syndicate","https://store.steampowered.com/app/368500/Assassins_Creed_Syndicate/?snr=1_1452_1600__104_27","Assassin"," Open World"," Action"," Parkour","44,000 원","44,000 원","0%","Mixed (81)","Mostly Positive (7,805)","19 Nov, 2015","Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios","Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios"
"305","City Car Driving","https://store.steampowered.com/app/493490/City_Car_Driving/?snr=1_1452_1600__104_27","Simulation"," Driving"," Open World"," Realistic","29,000 원","29,000 원","0%","Mixed (31)","Mixed (1,607)","4 Nov, 2016","Forward Development, Ltd.","Forward Development, Ltd."
"306","PRO EVOLUTION SOCCER 2018","https://store.steampowered.com/app/592580/PRO_EVOLUTION_SOCCER_2018/?snr=1_1452_1600__104_27","Sports"," Soccer"," Football"," Multiplayer","29,000 원","29,000 원","0%","Mixed (12)","Mixed (1,219)","14 Sep, 2017","Konami Digital Entertainment Co., Ltd.","Konami Digital Entertainment Co., Ltd."
"307","Blackguards 2","https://store.steampowered.com/app/314830/Blackguards_2/?snr=1_1452_1600__104_27","RPG"," Strategy"," Turn-Based"," Adventure","16,000 원","3,200 원","-80%","Mixed (10)","Mixed (447)","21 Jan, 2015","Daedalic Entertainment","Daedalic Entertainment"
"308","SENRAN KAGURA ESTIVAL VERSUS","https://store.steampowered.com/app/502800/SENRAN_KAGURA_ESTIVAL_VERSUS/?snr=1_1452_1600__104_27","Nudity"," Sexual Content"," Anime"," Mature","43,000 원","43,000 원","0%","Very Positive (22)","Overwhelmingly Positive (2,294)","18 Mar, 2017","Tamsoft","Tamsoft"
"309","Hello Charlotte EP2: Requiem Aeternam Deo","https://store.steampowered.com/app/557630/Hello_Charlotte_EP2_Requiem_Aeternam_Deo/?snr=1_1452_1600__104_27","RPG"," Indie"," Adventure"," Violent","3,300 원","3,300 원","0%","No review","Very Positive (194)","8 Oct, 2016","etherane","etherane"
"310","The Elder Scrolls V: Skyrim Special Edition","https://store.steampowered.com/app/489830/The_Elder_Scrolls_V_Skyrim_Special_Edition/?snr=1_1452_1600__104_27","Open World"," RPG"," Adventure"," Singleplayer","46,160 원","46,160 원","0%","No review","Very Positive (11,048)","28 Oct, 2016","Bethesda Game Studios","Bethesda Softworks"
"311","WORLD HENTAI","https://store.steampowered.com/app/917000/WORLD__HENTAI/?snr=1_1452_1600__104_28","Sexual Content"," Casual"," Nudity"," Indie","1,100 원","1,100 원","0%","No review","Mostly Positive (18)","1 Sep, 2018","SEKTOR GAMES","SEKTOR GAMES"
"312","THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION","https://store.steampowered.com/app/222420/THE_KING_OF_FIGHTERS_98_ULTIMATE_MATCH_FINAL_EDITION/?snr=1_1452_1600__104_28","Fighting"," Arcade"," Action"," 2D Fighter","16,000 원","16,000 원","0%","No review","Very Positive (801)","16 Dec, 2014","SNK CORPORATION, Code Mystics","SNK CORPORATION"
"313","VA-11 Hall-A: Cyberpunk Bartender Action","https://store.steampowered.com/app/447530/VA11_HallA_Cyberpunk_Bartender_Action/?snr=1_1452_1600__104_28","Cyberpunk"," Visual Novel"," Great Soundtrack"," Female Protagonist","16,000 원","16,000 원","0%","Very Positive (142)","Overwhelmingly Positive (8,889)","21 Jun, 2016","Sukeban Games","Sukeban Games"
"314","Disgaea 5 Complete / 魔界?記ディスガイア5","https://store.steampowered.com/app/803600/Disgaea_5_Complete__5/?snr=1_1452_1600__104_28","Strategy"," RPG"," Anime"," Turn-Based Tactics","41,000 원","41,000 원","0%","No review","Mostly Positive (478)","23 Oct, 2018","Nippon Ichi Software, Inc.","NIS America, Inc."
"315","Insurgency: Sandstorm","https://store.steampowered.com/app/581320/Insurgency_Sandstorm/?snr=1_1452_1600__104_28","FPS"," Action"," Realistic"," Tactical","32,000 원","28,800 원","-10%","No review","No user reviews","13 Dec, 2018","New World Interactive","Focus Home Interactive"
"316","Hentai Girl","https://store.steampowered.com/app/878750/Hentai_Girl/?snr=1_1452_1600__104_28","Sexual Content"," Nudity"," Mature"," Anime","1,100 원","1,100 원","0%","Very Positive (380)","Very Positive (2,904)","18 Aug, 2018","Loki, GirlGame","Loki"
"317","Runic Rampage - Action RPG","https://store.steampowered.com/app/615010/Runic_Rampage__Action_RPG/?snr=1_1452_1600__104_28","RPG"," Action"," Indie"," Hack and Slash","7,500 원","3,000 원","-60%","No review","Very Positive (74)","18 May, 2017","Electrocosmos","Electrocosmos"
"318","Sword Art Online: Lost Song","https://store.steampowered.com/app/840720/Sword_Art_Online_Lost_Song/?snr=1_1452_1600__104_29","RPG"," Anime"," JRPG","No tag4","16,800 원","16,800 원","0%","No review","Mostly Positive (53)","13 Nov, 2018","Artdink","BANDAI NAMCO Entertainment"
"319","LEGO® Marvel Super Heroes 2","https://store.steampowered.com/app/647830/LEGO_Marvel_Super_Heroes_2/?snr=1_1452_1600__104_29","Action"," LEGO"," Superhero"," Open World","64,900 원","64,900 원","0%","Mixed (10)","Mostly Positive (712)","15 Nov, 2017","TT Games, Feral Interactive (Mac)","TT Games"
"320","LoveKami -Healing Harem-","https://store.steampowered.com/app/938270/LoveKami_Healing_Harem/?snr=1_1452_1600__104_29","Nudity"," Simulation"," Adventure"," Casual","13,500 원","12,150 원","-10%","No review","6 user reviews","14 Nov, 2018","MoeNovel","MoeNovel"
"321","Shadow Puppeteer","https://store.steampowered.com/app/316480/Shadow_Puppeteer/?snr=1_1452_1600__104_29","Indie"," Adventure"," Platformer"," Local Co-Op","9,900 원","2,470 원","-75%","No review","Mostly Positive (35)","29 Sep, 2014","Sarepta studio","Snow Cannon Games"
"322","Far Cry® 5","https://store.steampowered.com/app/552520/Far_Cry_5/?snr=1_1452_1600__104_29","Open World"," Action"," FPS"," Co-op","65,000 원","65,000 원","0%","Mixed (366)","Mixed (22,979)","27 Mar, 2018","Ubisoft Montreal, Red Storm, Ubisoft Shanghai, ,","Ubisoft Montreal"
"323","The Universim","https://store.steampowered.com/app/352720/The_Universim/?snr=1_1452_1600__104_29","Early Access"," God Game"," Simulation"," Strategy","32,000 원","32,000 원","0%","Mostly Positive (58)","Mostly Positive (896)","29 Aug, 2018","Crytivo","Crytivo"
"324","Doujin Jigsaw Puzzle","https://store.steampowered.com/app/890660/Doujin_Jigsaw_Puzzle/?snr=1_1452_1600__104_29","Nudity"," Sexual Content"," Casual"," Indie","3,300 원","2,310 원","-30%","No review","4 user reviews","14 Jul, 2018","PurpleAir","PurpleAir"
"325","Tibetan Quest: Beyond the World's End","https://store.steampowered.com/app/427550/Tibetan_Quest_Beyond_the_Worlds_End/?snr=1_1452_1600__104_29","Adventure"," Casual"," Hidden Object"," Point & Click","10,500 원","3,150 원","-70%","No review","Mixed (47)","8 Apr, 2016","Brave Giant LTD","Artifex Mundi"
"326","One Gun: Cat","https://store.steampowered.com/app/924900/One_Gun_Cat/?snr=1_1452_1600__104_29","Action"," 2D"," Singleplayer"," Loot","2,200 원","2,200 원","0%","No review","Positive (12)","30 Sep, 2017","Erow.Dev","Erow.Dev"
"327","Kingdom Rush Origins","https://store.steampowered.com/app/816340/Kingdom_Rush_Origins/?snr=1_1452_1600__104_29","Strategy"," Indie"," Tower Defense"," Singleplayer","15,500 원","15,500 원","0%","No review","Very Positive (560)","18 Oct, 2018","Ironhide Game Studio","Ironhide Game Studio"
"328","Portal","https://store.steampowered.com/app/400/Portal/?snr=1_1452_1600__104_29","Puzzle"," First-Person"," Singleplayer"," Sci-fi","10,500 원","10,500 원","0%","Very Positive (333)","Overwhelmingly Positive (37,000)","10 Oct, 2007","Valve","Valve"
"329","No Man's Sky","https://store.steampowered.com/app/275850/No_Mans_Sky/?snr=1_1452_1600__104_30","Open World"," Space"," Exploration"," Sci-fi","60,000 원","60,000 원","0%","Mixed (572)","Mixed (96,756)","13 Aug, 2016","Hello Games","Hello Games"
"330","Valkyria Chronicles 4","https://store.steampowered.com/app/790820/Valkyria_Chronicles_4/?snr=1_1452_1600__104_30","Strategy"," RPG"," Anime"," Turn-Based","59,800 원","59,800 원","0%","Very Positive (104)","Very Positive (501)","25 Sep, 2018","SEGA","SEGA"
"331","ORBIT","https://store.steampowered.com/app/348280/ORBIT/?snr=1_1452_1600__104_30","Action"," Indie"," 4 Player Local"," Space","7,500 원","2,250 원","-70%","No review","Mixed (14)","30 Sep, 2015","4Bit Games","4Bit Games"
"332","Rocketbirds: Hardboiled Chicken","https://store.steampowered.com/app/215510/Rocketbirds_Hardboiled_Chicken/?snr=1_1452_1600__104_30","Indie"," Platformer"," Action"," Adventure","5,500 원","1,100 원","-80%","Very Positive (20)","Very Positive (1,545)","16 Oct, 2012","Ratloop Asia","Ratloop Asia"
"333","Dragonia","https://store.steampowered.com/app/635730/Dragonia/?snr=1_1452_1600__104_30","Sexual Content"," Nudity"," Anime"," Mature","2,200 원","2,200 원","0%","Very Positive (54)","Very Positive (4,553)","30 May, 2017","B-lusterLight","B-lusterLight"
"334","King Exit","https://store.steampowered.com/app/712840/King_Exit/?snr=1_1452_1600__104_30","Sexual Content"," Nudity"," RPG"," RPGMaker","2,200 원","2,200 원","0%","Very Positive (52)","Very Positive (1,764)","20 Oct, 2017","深爪貴族","深爪貴族"
"335","SoulFrost","https://store.steampowered.com/app/675220/SoulFrost/?snr=1_1452_1600__104_30","Action"," Indie","No tag","No tag","4,400 원","4,400 원","0%","No review","2 user reviews","5 Oct, 2012","Xitilon","Xitilon"
"336","The Islander","https://store.steampowered.com/app/715050/The_Islander/?snr=1_1452_1600__104_30","Simulation"," Indie"," Casual"," Building","3,300 원","2,210 원","-33%","Very Positive (10)","Mostly Positive (126)","14 Feb, 2018","Think Inside The Box","Think Inside The Box"
"337","DRAGON BALL FighterZ","https://store.steampowered.com/app/678950/DRAGON_BALL_FighterZ/?snr=1_1452_1600__104_30","Fighting"," Anime"," Action"," Multiplayer","54,800 원","54,800 원","0%","Mostly Positive (253)","Very Positive (6,669)","27 Jan, 2018","Arc System Works","Arc System Works"
"338","NARUTO TO BORUTO: SHINOBI STRIKER","https://store.steampowered.com/app/633230/NARUTO_TO_BORUTO_SHINOBI_STRIKER/?snr=1_1452_1600__104_30","Action"," Anime"," Multiplayer"," Character Customization","54,800 원","54,800 원","0%","Mixed (197)","Mixed (1,719)","31 Aug, 2018","Soleil Ltd.","Soleil Ltd."
"339","Grim Dawn","https://store.steampowered.com/app/219990/Grim_Dawn/?snr=1_1452_1600__104_30","Action RPG"," RPG"," Hack and Slash"," Loot","27,000 원","27,000 원","0%","Very Positive (270)","Very Positive (20,310)","26 Feb, 2016","Crate Entertainment","Crate Entertainment"
"340","LSDriver","https://store.steampowered.com/app/575470/LSDriver/?snr=1_1452_1600__104_30","Indie"," Racing"," Casual"," Action","1,100 원","1,100 원","0%","No review","Mixed (46)","1 Jan, 2017","Manic Mind Game Lab","Manic Mind Game Lab"
"341","Rising Storm 2: Vietnam","https://store.steampowered.com/app/418460/Rising_Storm_2_Vietnam/?snr=1_1452_1600__104_31","FPS"," War"," Multiplayer"," Realistic","27,000 원","27,000 원","0%","Very Positive (228)","Mostly Positive (12,544)","31 May, 2017","Antimatter Games, Tripwire Interactive","Antimatter Games"
"342","Fate/EXTELLA","https://store.steampowered.com/app/511680/FateEXTELLA/?snr=1_1452_1600__104_31","Anime"," Action"," Hack and Slash"," Nudity","54,000 원","54,000 원","0%","Very Positive (18)","Very Positive (2,451)","26 Jul, 2017","Marvelous Inc.","Marvelous Inc."
"343","Killing Floor 2","https://store.steampowered.com/app/232090/Killing_Floor_2/?snr=1_1452_1600__104_31","Zombies"," Co-op"," Gore"," FPS","32,000 원","32,000 원","0%","Very Positive (931)","Very Positive (41,186)","18 Nov, 2016","Tripwire Interactive","Tripwire Interactive"
"344","VERSUS SQUAD","https://store.steampowered.com/app/471330/VERSUS_SQUAD/?snr=1_1452_1600__104_31","Action"," Indie"," Survival"," Co-op","8,500 원","2,120 원","-75%","No review","Very Positive (385)","27 Oct, 2016","DiezelPower","DiezelPower"
"345","Hello Charlotte EP3: Childhood's End","https://store.steampowered.com/app/760890/Hello_Charlotte_EP3_Childhoods_End/?snr=1_1452_1600__104_31","Indie"," Gore"," Violent"," RPG","3,300 원","3,300 원","0%","Very Positive (13)","Very Positive (207)","5 Jan, 2018","etherane","etherane"
"346","Taekwondo Grand Prix","https://store.steampowered.com/app/462590/Taekwondo_Grand_Prix/?snr=1_1452_1600__104_31","Action"," Sports"," Multiplayer"," Local Multiplayer","10,500 원","10,500 원","0%","No review","Mostly Positive (10)","9 Oct, 2018","Hello There Games","Hello There Games"
"347","Metro 2033 Redux","https://store.steampowered.com/app/286690/Metro_2033_Redux/?snr=1_1452_1600__104_31","Post-apocalyptic"," Atmospheric"," FPS"," Action","21,000 원","21,000 원","0%","Very Positive (575)","Very Positive (21,535)","28 Aug, 2014","4A Games","4A Games"
"348","Hurtworld","https://store.steampowered.com/app/393420/Hurtworld/?snr=1_1452_1600__104_31","Early Access"," Survival"," Open World"," Multiplayer","26,000 원","26,000 원","0%","Very Positive (72)","Mostly Positive (14,667)","4 Dec, 2015","Bankroll Studios","Bankroll Studios"
"349","Little Nightmares","https://store.steampowered.com/app/424840/Little_Nightmares/?snr=1_1452_1600__104_31","Horror"," Adventure"," Atmospheric"," Puzzle-Platformer","25,800 원","25,800 원","0%","Very Positive (190)","Very Positive (5,227)","28 Apr, 2017","Tarsier Studios","Tarsier Studios"
"350","Fly Simulator","https://store.steampowered.com/app/655790/Fly_Simulator/?snr=1_1452_1600__104_31","Simulation"," Indie"," Action"," Multiplayer","1,100 원","1,100 원","0%","Very Positive (10)","Mixed (125)","16 Jul, 2017","HFM Games","HFM Games"
"351","One Piece Burning Blood","https://store.steampowered.com/app/425220/One_Piece_Burning_Blood/?snr=1_1452_1600__104_31","Anime"," Action"," Fighting"," Multiplayer","49,800 원","49,800 원","0%","Mixed (22)","Mostly Positive (1,330)","2 Sep, 2016","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd."
"352","Donuts'n'Justice","https://store.steampowered.com/app/527470/DonutsnJustice/?snr=1_1452_1600__104_32","Action"," Violent"," Gore"," Indie","5,500 원","1,870 원","-66%","No review","Very Positive (63)","23 Nov, 2016","FobTi interactive","FobTi interactive"
"353","The Big Journey","https://store.steampowered.com/app/742480/The_Big_Journey/?snr=1_1452_1600__104_32","Casual"," Indie"," Adventure"," Platformer","5,500 원","2,750 원","-50%","No review","Positive (26)","21 Apr, 2018","Catfishbox","Konstructors Entertainment"
"354","Stranded Deep","https://store.steampowered.com/app/313120/Stranded_Deep/?snr=1_1452_1600__104_32","Early Access"," Survival"," Open World"," Crafting","15,500 원","15,500 원","0%","Mixed (123)","Mostly Positive (18,851)","23 Jan, 2015","Beam Team Games","Beam Team Games"
"355","Zup! S","https://store.steampowered.com/app/617670/Zup_S/?snr=1_1452_1600__104_32","Casual"," Indie"," Relaxing"," Minimalist","1,100 원","930 원","-15%","No review","Positive (25)","15 Nov, 2018","Quiet River","Quiet River"
"356","Yakuza 0","https://store.steampowered.com/app/638970/Yakuza_0/?snr=1_1452_1600__104_32","Action"," Story Rich"," Beat 'em up"," RPG","22,800 원","22,800 원","0%","Very Positive (508)","Very Positive (4,882)","1 Aug, 2018","SEGA","SEGA"
"357","Assassin's Creed 2 Deluxe Edition","https://store.steampowered.com/app/33230/Assassins_Creed_2_Deluxe_Edition/?snr=1_1452_1600__104_32","Action"," Open World"," Adventure"," Parkour","11,000 원","11,000 원","0%","Very Positive (136)","Very Positive (14,492)","5 Mar, 2010","Ubisoft Montreal","Ubisoft Montreal"
"358","Assassin’s Creed® III","https://store.steampowered.com/app/208480/Assassins_Creed_III/?snr=1_1452_1600__104_32","Adventure"," Open World"," Action"," Parkour","22,000 원","22,000 원","0%","Mixed (72)","Mostly Positive (9,760)","22 Nov, 2012","Ubisoft Montreal","Ubisoft Montreal"
"359","WAGAMAMA HIGH SPEC","https://store.steampowered.com/app/575480/WAGAMAMA_HIGH_SPEC/?snr=1_1452_1600__104_32","Visual Novel"," Nudity"," Sexual Content"," Anime","43,000 원","43,000 원","0%","No review","Very Positive (67)","27 Jul, 2017","madosoft","Sekai Project"
"360","Assassin’s Creed® IV Black Flag™","https://store.steampowered.com/app/242050/Assassins_Creed_IV_Black_Flag/?snr=1_1452_1600__104_32","Pirates"," Open World"," Action"," Adventure","22,000 원","22,000 원","0%","Very Positive (190)","Very Positive (22,285)","29 Nov, 2013","Ubisoft Montreal","Ubisoft Montreal"
"361","One Piece Pirate Warriors 3","https://store.steampowered.com/app/331600/One_Piece_Pirate_Warriors_3/?snr=1_1452_1600__104_32","Anime"," Action"," Adventure"," Pirates","43,200 원","43,200 원","0%","Mixed (52)","Very Positive (3,941)","28 Aug, 2015","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
"362","Quantum Break","https://store.steampowered.com/app/474960/Quantum_Break/?snr=1_1452_1600__104_32","Action"," Story Rich"," Time Manipulation"," Third Person","43,000 원","43,000 원","0%","Very Positive (96)","Very Positive (7,609)","30 Sep, 2016","Remedy Entertainment","Remedy Entertainment"
"363","Donuts'n'Justice","https://store.steampowered.com/app/527470/DonutsnJustice/?snr=1_1452_1600__104_33","Action"," Violent"," Gore"," Indie","5,500 원","1,870 원","-66%","No review","Very Positive (63)","23 Nov, 2016","FobTi interactive","FobTi interactive"
"364","Lethal League Blaze","https://store.steampowered.com/app/553310/Lethal_League_Blaze/?snr=1_1452_1600__104_33","Indie"," Action"," Sports"," Great Soundtrack","20,500 원","20,500 원","0%","No review","Overwhelmingly Positive (809)","25 Oct, 2018","Team Reptile","Team Reptile"
"365","The Big Journey","https://store.steampowered.com/app/742480/The_Big_Journey/?snr=1_1452_1600__104_33","Casual"," Indie"," Adventure"," Platformer","5,500 원","2,750 원","-50%","No review","Positive (26)","21 Apr, 2018","Catfishbox","Konstructors Entertainment"
"366","resident evil 4 / biohazard 4","https://store.steampowered.com/app/254700/resident_evil_4__biohazard_4/?snr=1_1452_1600__104_33","Inventory Management"," Survival Horror"," Action"," Zombies","19,000 원","19,000 원","0%","Mostly Positive (128)","Very Positive (8,681)","28 Feb, 2014","Capcom","Capcom"
"367","Albion Online","https://store.steampowered.com/app/761890/Albion_Online/?snr=1_1452_1600__104_33","Massively Multiplayer"," RPG"," MMORPG"," Sandbox","37,000 원","37,000 원","0%","Mixed (41)","Mixed (801)","17 Jul, 2017","Sandbox Interactive GmbH","Sandbox Interactive GmbH"
"368","Assassin’s Creed® III","https://store.steampowered.com/app/208480/Assassins_Creed_III/?snr=1_1452_1600__104_33","Adventure"," Open World"," Action"," Parkour","22,000 원","22,000 원","0%","Mixed (72)","Mostly Positive (9,760)","22 Nov, 2012","Ubisoft Montreal","Ubisoft Montreal"
"369","WAGAMAMA HIGH SPEC","https://store.steampowered.com/app/575480/WAGAMAMA_HIGH_SPEC/?snr=1_1452_1600__104_33","Visual Novel"," Nudity"," Sexual Content"," Anime","43,000 원","43,000 원","0%","No review","Very Positive (67)","27 Jul, 2017","madosoft","Sekai Project"
"370","Assassin’s Creed® IV Black Flag™","https://store.steampowered.com/app/242050/Assassins_Creed_IV_Black_Flag/?snr=1_1452_1600__104_33","Pirates"," Open World"," Action"," Adventure","22,000 원","22,000 원","0%","Very Positive (190)","Very Positive (22,285)","29 Nov, 2013","Ubisoft Montreal","Ubisoft Montreal"
"371","One Piece Pirate Warriors 3","https://store.steampowered.com/app/331600/One_Piece_Pirate_Warriors_3/?snr=1_1452_1600__104_33","Anime"," Action"," Adventure"," Pirates","43,200 원","43,200 원","0%","Mixed (52)","Very Positive (3,941)","28 Aug, 2015","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
"372","The Legend of Heroes: Trails of Cold Steel II","https://store.steampowered.com/app/748490/The_Legend_of_Heroes_Trails_of_Cold_Steel_II/?snr=1_1452_1600__104_33","RPG"," JRPG"," Anime"," Story Rich","43,000 원","43,000 원","0%","Very Positive (25)","Overwhelmingly Positive (623)","15 Feb, 2018","Nihon Falcom","Nihon Falcom"
